"fdc_id","food_code","wweia_category_code","start_date","end_date"
"2341960","27242250","3004","2019-01-01","2020-12-31"
"2341961","27242300","3004","2019-01-01","2020-12-31"
"2341962","27242310","3004","2019-01-01","2020-12-31"
"2341963","27242350","3004","2019-01-01","2020-12-31"
"2341964","27242400","3004","2019-01-01","2020-12-31"
"2341965","27242500","3404","2019-01-01","2020-12-31"
"2341966","27243000","3004","2019-01-01","2020-12-31"
"2341967","27243100","3202","2019-01-01","2020-12-31"
"2341968","27243300","3004","2019-01-01","2020-12-31"
"2341969","27243400","3004","2019-01-01","2020-12-31"
"2341970","27243500","3004","2019-01-01","2020-12-31"
"2341971","27243600","3404","2019-01-01","2020-12-31"
"2341972","27246100","3004","2019-01-01","2020-12-31"
"2341973","27246200","3004","2019-01-01","2020-12-31"
"2341974","27246300","3004","2019-01-01","2020-12-31"
"2341975","27246400","3004","2019-01-01","2020-12-31"
"2341976","27246500","3004","2019-01-01","2020-12-31"
"2341977","27246505","3004","2019-01-01","2020-12-31"
"2341978","27250040","3006","2019-01-01","2020-12-31"
"2341979","27250050","3006","2019-01-01","2020-12-31"
"2341980","27250060","3006","2019-01-01","2020-12-31"
"2341981","27250070","3006","2019-01-01","2020-12-31"
"2341982","27250110","3006","2019-01-01","2020-12-31"
"2341983","27250120","3006","2019-01-01","2020-12-31"
"2341984","27250122","3006","2019-01-01","2020-12-31"
"2341985","27250124","3006","2019-01-01","2020-12-31"
"2341986","27250126","3006","2019-01-01","2020-12-31"
"2341987","27250128","3404","2019-01-01","2020-12-31"
"2341988","27250130","3006","2019-01-01","2020-12-31"
"2341989","27250132","3006","2019-01-01","2020-12-31"
"2341990","27250150","3006","2019-01-01","2020-12-31"
"2341991","27250160","3006","2019-01-01","2020-12-31"
"2341992","27250210","3006","2019-01-01","2020-12-31"
"2341993","27250250","3006","2019-01-01","2020-12-31"
"2341994","27250260","3006","2019-01-01","2020-12-31"
"2341995","27250270","3006","2019-01-01","2020-12-31"
"2341996","27250400","3006","2019-01-01","2020-12-31"
"2341997","27250410","3006","2019-01-01","2020-12-31"
"2341998","27250450","3006","2019-01-01","2020-12-31"
"2341999","27250520","2402","2019-01-01","2020-12-31"
"2342000","27250550","3006","2019-01-01","2020-12-31"
"2342001","27250610","3006","2019-01-01","2020-12-31"
"2342002","27250630","3006","2019-01-01","2020-12-31"
"2342003","27250710","3006","2019-01-01","2020-12-31"
"2342004","27250810","3006","2019-01-01","2020-12-31"
"2342005","27250820","3006","2019-01-01","2020-12-31"
"2342006","27250830","3006","2019-01-01","2020-12-31"
"2342007","27250900","3006","2019-01-01","2020-12-31"
"2342008","27250950","3006","2019-01-01","2020-12-31"
"2342009","27251010","3006","2019-01-01","2020-12-31"
"2342010","27260010","3002","2019-01-01","2020-12-31"
"2342011","27260050","3002","2019-01-01","2020-12-31"
"2342012","27260080","3002","2019-01-01","2020-12-31"
"2342013","27260090","3002","2019-01-01","2020-12-31"
"2342014","27260100","3002","2019-01-01","2020-12-31"
"2342015","27260110","3002","2019-01-01","2020-12-31"
"2342016","27260500","3002","2019-01-01","2020-12-31"
"2342017","27261500","3002","2019-01-01","2020-12-31"
"2342018","27311110","3002","2019-01-01","2020-12-31"
"2342019","27311120","3002","2019-01-01","2020-12-31"
"2342020","27311210","3002","2019-01-01","2020-12-31"
"2342021","27311220","3002","2019-01-01","2020-12-31"
"2342022","27311310","3002","2019-01-01","2020-12-31"
"2342023","27311320","3002","2019-01-01","2020-12-31"
"2342024","27311410","3002","2019-01-01","2020-12-31"
"2342025","27311420","3002","2019-01-01","2020-12-31"
"2342026","27311510","3002","2019-01-01","2020-12-31"
"2342027","27311600","3002","2019-01-01","2020-12-31"
"2342028","27311605","3002","2019-01-01","2020-12-31"
"2342029","27311610","3002","2019-01-01","2020-12-31"
"2342030","27311620","3002","2019-01-01","2020-12-31"
"2342031","27311625","3002","2019-01-01","2020-12-31"
"2342032","27311630","3002","2019-01-01","2020-12-31"
"2342033","27311635","3002","2019-01-01","2020-12-31"
"2342034","27311640","3002","2019-01-01","2020-12-31"
"2342035","27311645","3404","2019-01-01","2020-12-31"
"2342036","27311650","3404","2019-01-01","2020-12-31"
"2342037","27313010","3002","2019-01-01","2020-12-31"
"2342038","27313020","3002","2019-01-01","2020-12-31"
"2342039","27313110","3402","2019-01-01","2020-12-31"
"2342040","27313150","3404","2019-01-01","2020-12-31"
"2342041","27313160","3404","2019-01-01","2020-12-31"
"2342042","27313210","3002","2019-01-01","2020-12-31"
"2342043","27313220","3002","2019-01-01","2020-12-31"
"2342044","27313310","3002","2019-01-01","2020-12-31"
"2342045","27313320","3002","2019-01-01","2020-12-31"
"2342046","27313410","3002","2019-01-01","2020-12-31"
"2342047","27313420","3002","2019-01-01","2020-12-31"
"2342048","27315010","3002","2019-01-01","2020-12-31"
"2342049","27315020","3002","2019-01-01","2020-12-31"
"2342050","27315210","3002","2019-01-01","2020-12-31"
"2342051","27315220","3002","2019-01-01","2020-12-31"
"2342052","27315250","3002","2019-01-01","2020-12-31"
"2342053","27315270","3002","2019-01-01","2020-12-31"
"2342054","27315310","3002","2019-01-01","2020-12-31"
"2342055","27315320","3002","2019-01-01","2020-12-31"
"2342056","27315330","3002","2019-01-01","2020-12-31"
"2342057","27315340","3002","2019-01-01","2020-12-31"
"2342058","27315410","3002","2019-01-01","2020-12-31"
"2342059","27315420","3002","2019-01-01","2020-12-31"
"2342060","27315510","3404","2019-01-01","2020-12-31"
"2342061","27315520","3404","2019-01-01","2020-12-31"
"2342062","27317010","3002","2019-01-01","2020-12-31"
"2342063","27317100","3002","2019-01-01","2020-12-31"
"2342064","27317110","3002","2019-01-01","2020-12-31"
"2342065","27319010","3002","2019-01-01","2020-12-31"
"2342066","27320025","3002","2019-01-01","2020-12-31"
"2342067","27320027","3002","2019-01-01","2020-12-31"
"2342068","27320030","3002","2019-01-01","2020-12-31"
"2342069","27320040","3002","2019-01-01","2020-12-31"
"2342070","27320070","3002","2019-01-01","2020-12-31"
"2342071","27320080","3002","2019-01-01","2020-12-31"
"2342072","27320090","3002","2019-01-01","2020-12-31"
"2342073","27320100","3002","2019-01-01","2020-12-31"
"2342074","27320110","3002","2019-01-01","2020-12-31"
"2342075","27320120","3002","2019-01-01","2020-12-31"
"2342076","27320130","3002","2019-01-01","2020-12-31"
"2342077","27320140","3002","2019-01-01","2020-12-31"
"2342078","27320150","3002","2019-01-01","2020-12-31"
"2342079","27320210","3002","2019-01-01","2020-12-31"
"2342080","27320310","3402","2019-01-01","2020-12-31"
"2342081","27320320","3404","2019-01-01","2020-12-31"
"2342082","27320330","3404","2019-01-01","2020-12-31"
"2342083","27320340","3002","2019-01-01","2020-12-31"
"2342084","27320350","3002","2019-01-01","2020-12-31"
"2342085","27320410","3002","2019-01-01","2020-12-31"
"2342086","27320450","3002","2019-01-01","2020-12-31"
"2342087","27320500","3404","2019-01-01","2020-12-31"
"2342088","27330050","3002","2019-01-01","2020-12-31"
"2342089","27330060","3002","2019-01-01","2020-12-31"
"2342090","27330080","3002","2019-01-01","2020-12-31"
"2342091","27330170","3002","2019-01-01","2020-12-31"
"2342092","27330210","3002","2019-01-01","2020-12-31"
"2342093","27331150","3002","2019-01-01","2020-12-31"
"2342094","27335500","3002","2019-01-01","2020-12-31"
"2342095","27336100","3002","2019-01-01","2020-12-31"
"2342096","27336200","3002","2019-01-01","2020-12-31"
"2342097","27336250","3002","2019-01-01","2020-12-31"
"2342098","27336300","3002","2019-01-01","2020-12-31"
"2342099","27336310","3002","2019-01-01","2020-12-31"
"2342100","27341000","3004","2019-01-01","2020-12-31"
"2342101","27341010","3004","2019-01-01","2020-12-31"
"2342102","27341020","3004","2019-01-01","2020-12-31"
"2342103","27341025","3004","2019-01-01","2020-12-31"
"2342104","27341030","3004","2019-01-01","2020-12-31"
"2342105","27341035","3004","2019-01-01","2020-12-31"
"2342106","27341040","3004","2019-01-01","2020-12-31"
"2342107","27341045","3004","2019-01-01","2020-12-31"
"2342108","27341050","3004","2019-01-01","2020-12-31"
"2342109","27341055","3004","2019-01-01","2020-12-31"
"2342110","27341060","3004","2019-01-01","2020-12-31"
"2342111","27341310","3004","2019-01-01","2020-12-31"
"2342112","27341520","3004","2019-01-01","2020-12-31"
"2342113","27343010","3004","2019-01-01","2020-12-31"
"2342114","27343020","3004","2019-01-01","2020-12-31"
"2342115","27343410","3004","2019-01-01","2020-12-31"
"2342116","27343420","3004","2019-01-01","2020-12-31"
"2342117","27343470","3004","2019-01-01","2020-12-31"
"2342118","27343480","3004","2019-01-01","2020-12-31"
"2342119","27343510","3004","2019-01-01","2020-12-31"
"2342120","27343520","3004","2019-01-01","2020-12-31"
"2342121","27343910","3402","2019-01-01","2020-12-31"
"2342122","27343950","3004","2019-01-01","2020-12-31"
"2342123","27343960","3004","2019-01-01","2020-12-31"
"2342124","27345010","3004","2019-01-01","2020-12-31"
"2342125","27345020","3004","2019-01-01","2020-12-31"
"2342126","27345210","3004","2019-01-01","2020-12-31"
"2342127","27345220","3004","2019-01-01","2020-12-31"
"2342128","27345230","3004","2019-01-01","2020-12-31"
"2342129","27345310","3404","2019-01-01","2020-12-31"
"2342130","27345320","3404","2019-01-01","2020-12-31"
"2342131","27345410","3004","2019-01-01","2020-12-31"
"2342132","27345420","3004","2019-01-01","2020-12-31"
"2342133","27345440","3004","2019-01-01","2020-12-31"
"2342134","27345450","3004","2019-01-01","2020-12-31"
"2342135","27345510","3004","2019-01-01","2020-12-31"
"2342136","27345520","3004","2019-01-01","2020-12-31"
"2342137","27347100","3004","2019-01-01","2020-12-31"
"2342138","27347200","3004","2019-01-01","2020-12-31"
"2342139","27347210","3004","2019-01-01","2020-12-31"
"2342140","27347220","3004","2019-01-01","2020-12-31"
"2342141","27347230","3004","2019-01-01","2020-12-31"
"2342142","27347240","3004","2019-01-01","2020-12-31"
"2342143","27347250","3004","2019-01-01","2020-12-31"
"2342144","27348100","3004","2019-01-01","2020-12-31"
"2342145","27350020","3202","2019-01-01","2020-12-31"
"2342146","27350050","3402","2019-01-01","2020-12-31"
"2342147","27350060","3006","2019-01-01","2020-12-31"
"2342148","27350080","3006","2019-01-01","2020-12-31"
"2342149","27350090","3006","2019-01-01","2020-12-31"
"2342150","27350100","3006","2019-01-01","2020-12-31"
"2342151","27350110","3006","2019-01-01","2020-12-31"
"2342152","27350310","3006","2019-01-01","2020-12-31"
"2342153","27350410","3006","2019-01-01","2020-12-31"
"2342154","27351010","3006","2019-01-01","2020-12-31"
"2342155","27351040","3006","2019-01-01","2020-12-31"
"2342156","27360000","3002","2019-01-01","2020-12-31"
"2342157","27360080","3402","2019-01-01","2020-12-31"
"2342158","27360090","3202","2019-01-01","2020-12-31"
"2342159","27360120","3402","2019-01-01","2020-12-31"
"2342160","27361010","3002","2019-01-01","2020-12-31"
"2342161","27362000","3002","2019-01-01","2020-12-31"
"2342162","27363000","3006","2019-01-01","2020-12-31"
"2342163","27363100","3202","2019-01-01","2020-12-31"
"2342164","27410210","3002","2019-01-01","2020-12-31"
"2342165","27410220","3002","2019-01-01","2020-12-31"
"2342166","27410250","3002","2019-01-01","2020-12-31"
"2342167","27411100","3002","2019-01-01","2020-12-31"
"2342168","27411120","3002","2019-01-01","2020-12-31"
"2342169","27411150","3002","2019-01-01","2020-12-31"
"2342170","27411200","3002","2019-01-01","2020-12-31"
"2342171","27414100","3002","2019-01-01","2020-12-31"
"2342172","27414200","3002","2019-01-01","2020-12-31"
"2342173","27415100","3404","2019-01-01","2020-12-31"
"2342174","27415110","3404","2019-01-01","2020-12-31"
"2342175","27415120","3404","2019-01-01","2020-12-31"
"2342176","27415130","3404","2019-01-01","2020-12-31"
"2342177","27415140","3404","2019-01-01","2020-12-31"
"2342178","27415150","3402","2019-01-01","2020-12-31"
"2342179","27415170","3404","2019-01-01","2020-12-31"
"2342180","27415200","3404","2019-01-01","2020-12-31"
"2342181","27415220","3404","2019-01-01","2020-12-31"
"2342182","27416100","3002","2019-01-01","2020-12-31"
"2342183","27416150","3002","2019-01-01","2020-12-31"
"2342184","27416200","3002","2019-01-01","2020-12-31"
"2342185","27416250","3002","2019-01-01","2020-12-31"
"2342186","27416300","3502","2019-01-01","2020-12-31"
"2342187","27416400","3404","2019-01-01","2020-12-31"
"2342188","27416450","3002","2019-01-01","2020-12-31"
"2342189","27416500","3002","2019-01-01","2020-12-31"
"2342190","27418110","3002","2019-01-01","2020-12-31"
"2342191","27418210","3002","2019-01-01","2020-12-31"
"2342192","27418310","3002","2019-01-01","2020-12-31"
"2342193","27418410","3002","2019-01-01","2020-12-31"
"2342194","27420010","3002","2019-01-01","2020-12-31"
"2342195","27420020","3002","2019-01-01","2020-12-31"
"2342196","27420040","3002","2019-01-01","2020-12-31"
"2342197","27420060","3002","2019-01-01","2020-12-31"
"2342198","27420080","6411","2019-01-01","2020-12-31"
"2342199","27420100","3404","2019-01-01","2020-12-31"
"2342200","27420110","3404","2019-01-01","2020-12-31"
"2342201","27420120","3404","2019-01-01","2020-12-31"
"2342202","27420150","3404","2019-01-01","2020-12-31"
"2342203","27420160","3404","2019-01-01","2020-12-31"
"2342204","27420170","3404","2019-01-01","2020-12-31"
"2342205","27420200","3002","2019-01-01","2020-12-31"
"2342206","27420250","3002","2019-01-01","2020-12-31"
"2342207","27420270","3002","2019-01-01","2020-12-31"
"2342208","27420350","3002","2019-01-01","2020-12-31"
"2342209","27420370","3404","2019-01-01","2020-12-31"
"2342210","27420390","3402","2019-01-01","2020-12-31"
"2342211","27420400","3002","2019-01-01","2020-12-31"
"2342212","27420410","3002","2019-01-01","2020-12-31"
"2342213","27420450","3002","2019-01-01","2020-12-31"
"2342214","27420460","3002","2019-01-01","2020-12-31"
"2342215","27420470","3002","2019-01-01","2020-12-31"
"2342216","27420500","3404","2019-01-01","2020-12-31"
"2342217","27420510","3404","2019-01-01","2020-12-31"
"2342218","27420520","3002","2019-01-01","2020-12-31"
"2342219","27421010","3002","2019-01-01","2020-12-31"
"2342220","27422010","3002","2019-01-01","2020-12-31"
"2342221","27430400","3002","2019-01-01","2020-12-31"
"2342222","27430580","3002","2019-01-01","2020-12-31"
"2342223","27430590","3002","2019-01-01","2020-12-31"
"2342224","27430610","3002","2019-01-01","2020-12-31"
"2342225","27440110","3004","2019-01-01","2020-12-31"
"2342226","27440120","3004","2019-01-01","2020-12-31"
"2342227","27440130","3004","2019-01-01","2020-12-31"
"2342228","27441120","3004","2019-01-01","2020-12-31"
"2342229","27442110","3004","2019-01-01","2020-12-31"
"2342230","27442120","3004","2019-01-01","2020-12-31"
"2342231","27443110","3004","2019-01-01","2020-12-31"
"2342232","27443120","3004","2019-01-01","2020-12-31"
"2342233","27443150","3004","2019-01-01","2020-12-31"
"2342234","27445110","3404","2019-01-01","2020-12-31"
"2342235","27445120","3404","2019-01-01","2020-12-31"
"2342236","27445125","3004","2019-01-01","2020-12-31"
"2342237","27445130","3004","2019-01-01","2020-12-31"
"2342238","27445150","3404","2019-01-01","2020-12-31"
"2342239","27445180","3404","2019-01-01","2020-12-31"
"2342240","27445220","3404","2019-01-01","2020-12-31"
"2342241","27445250","3404","2019-01-01","2020-12-31"
"2342242","27446100","3402","2019-01-01","2020-12-31"
"2342243","27446200","3004","2019-01-01","2020-12-31"
"2342244","27446205","3004","2019-01-01","2020-12-31"
"2342245","27446220","3004","2019-01-01","2020-12-31"
"2342246","27446225","3004","2019-01-01","2020-12-31"
"2342247","27446230","3004","2019-01-01","2020-12-31"
"2342248","27446235","3004","2019-01-01","2020-12-31"
"2342249","27446240","3004","2019-01-01","2020-12-31"
"2342250","27446245","3004","2019-01-01","2020-12-31"
"2342251","27446250","3004","2019-01-01","2020-12-31"
"2342252","27446255","3004","2019-01-01","2020-12-31"
"2342253","27446260","3004","2019-01-01","2020-12-31"
"2342254","27446300","3004","2019-01-01","2020-12-31"
"2342255","27446310","3004","2019-01-01","2020-12-31"
"2342256","27446315","3004","2019-01-01","2020-12-31"
"2342257","27446320","3004","2019-01-01","2020-12-31"
"2342258","27446330","3004","2019-01-01","2020-12-31"
"2342259","27446332","3004","2019-01-01","2020-12-31"
"2342260","27446350","3004","2019-01-01","2020-12-31"
"2342261","27446355","3004","2019-01-01","2020-12-31"
"2342262","27446360","3004","2019-01-01","2020-12-31"
"2342263","27446362","3004","2019-01-01","2020-12-31"
"2342264","27446400","3004","2019-01-01","2020-12-31"
"2342265","27446410","3004","2019-01-01","2020-12-31"
"2342266","27448020","3004","2019-01-01","2020-12-31"
"2342267","27448030","3004","2019-01-01","2020-12-31"
"2342268","27450010","3006","2019-01-01","2020-12-31"
"2342269","27450020","3006","2019-01-01","2020-12-31"
"2342270","27450030","3006","2019-01-01","2020-12-31"
"2342271","27450040","3402","2019-01-01","2020-12-31"
"2342272","27450060","3006","2019-01-01","2020-12-31"
"2342273","27450061","3006","2019-01-01","2020-12-31"
"2342274","27450062","3006","2019-01-01","2020-12-31"
"2342275","27450063","3006","2019-01-01","2020-12-31"
"2342276","27450064","3006","2019-01-01","2020-12-31"
"2342277","27450065","3006","2019-01-01","2020-12-31"
"2342278","27450066","3006","2019-01-01","2020-12-31"
"2342279","27450067","3006","2019-01-01","2020-12-31"
"2342280","27450068","3006","2019-01-01","2020-12-31"
"2342281","27450070","3006","2019-01-01","2020-12-31"
"2342282","27450080","3006","2019-01-01","2020-12-31"
"2342283","27450090","3006","2019-01-01","2020-12-31"
"2342284","27450100","3006","2019-01-01","2020-12-31"
"2342285","27450110","3006","2019-01-01","2020-12-31"
"2342286","27450120","3006","2019-01-01","2020-12-31"
"2342287","27450130","3006","2019-01-01","2020-12-31"
"2342288","27450150","3006","2019-01-01","2020-12-31"
"2342289","27450180","3006","2019-01-01","2020-12-31"
"2342290","27450190","3006","2019-01-01","2020-12-31"
"2342291","27450200","3006","2019-01-01","2020-12-31"
"2342292","27450210","3006","2019-01-01","2020-12-31"
"2342293","27450250","3006","2019-01-01","2020-12-31"
"2342294","27450310","3006","2019-01-01","2020-12-31"
"2342295","27450400","3006","2019-01-01","2020-12-31"
"2342296","27450405","3006","2019-01-01","2020-12-31"
"2342297","27450410","3404","2019-01-01","2020-12-31"
"2342298","27450420","3404","2019-01-01","2020-12-31"
"2342299","27450430","3006","2019-01-01","2020-12-31"
"2342300","27450450","3006","2019-01-01","2020-12-31"
"2342301","27450470","3404","2019-01-01","2020-12-31"
"2342302","27450510","3006","2019-01-01","2020-12-31"
"2342303","27450600","3404","2019-01-01","2020-12-31"
"2342304","27450610","3404","2019-01-01","2020-12-31"
"2342305","27450650","3006","2019-01-01","2020-12-31"
"2342306","27450660","3006","2019-01-01","2020-12-31"
"2342307","27450700","3006","2019-01-01","2020-12-31"
"2342308","27450710","3006","2019-01-01","2020-12-31"
"2342309","27450740","3404","2019-01-01","2020-12-31"
"2342310","27450750","3404","2019-01-01","2020-12-31"
"2342311","27450760","3006","2019-01-01","2020-12-31"
"2342312","27451010","3006","2019-01-01","2020-12-31"
"2342313","27451030","3006","2019-01-01","2020-12-31"
"2342314","27451060","3006","2019-01-01","2020-12-31"
"2342315","27451070","3006","2019-01-01","2020-12-31"
"2342316","27460010","3402","2019-01-01","2020-12-31"
"2342317","27460100","3006","2019-01-01","2020-12-31"
"2342318","27460490","3002","2019-01-01","2020-12-31"
"2342319","27460510","3002","2019-01-01","2020-12-31"
"2342320","27460710","3004","2019-01-01","2020-12-31"
"2342321","27460750","3002","2019-01-01","2020-12-31"
"2342322","27462000","3002","2019-01-01","2020-12-31"
"2342323","27463000","3004","2019-01-01","2020-12-31"
"2342324","27464000","3006","2019-01-01","2020-12-31"
"2342325","27500050","3740","2019-01-01","2020-12-31"
"2342326","27500300","3740","2019-01-01","2020-12-31"
"2342327","27500400","3742","2019-01-01","2020-12-31"
"2342328","27510100","3742","2019-01-01","2020-12-31"
"2342329","27510105","3742","2019-01-01","2020-12-31"
"2342330","27510130","3742","2019-01-01","2020-12-31"
"2342331","27510135","3742","2019-01-01","2020-12-31"
"2342332","27510140","3702","2019-01-01","2020-12-31"
"2342333","27510155","3702","2019-01-01","2020-12-31"
"2342334","27510160","3702","2019-01-01","2020-12-31"
"2342335","27510170","3702","2019-01-01","2020-12-31"
"2342336","27510171","3702","2019-01-01","2020-12-31"
"2342337","27510172","3702","2019-01-01","2020-12-31"
"2342338","27510190","3702","2019-01-01","2020-12-31"
"2342339","27510191","3702","2019-01-01","2020-12-31"
"2342340","27510195","3702","2019-01-01","2020-12-31"
"2342341","27510196","3702","2019-01-01","2020-12-31"
"2342342","27510215","3702","2019-01-01","2020-12-31"
"2342343","27510229","3702","2019-01-01","2020-12-31"
"2342344","27510231","3702","2019-01-01","2020-12-31"
"2342345","27510232","3702","2019-01-01","2020-12-31"
"2342346","27510241","3702","2019-01-01","2020-12-31"
"2342347","27510242","3702","2019-01-01","2020-12-31"
"2342348","27510245","3702","2019-01-01","2020-12-31"
"2342349","27510246","3702","2019-01-01","2020-12-31"
"2342350","27510254","3702","2019-01-01","2020-12-31"
"2342351","27510255","3702","2019-01-01","2020-12-31"
"2342352","27510257","3702","2019-01-01","2020-12-31"
"2342353","27510258","3702","2019-01-01","2020-12-31"
"2342354","27510261","3702","2019-01-01","2020-12-31"
"2342355","27510262","3702","2019-01-01","2020-12-31"
"2342356","27510263","3702","2019-01-01","2020-12-31"
"2342357","27510371","3702","2019-01-01","2020-12-31"
"2342358","27510386","3702","2019-01-01","2020-12-31"
"2342359","27510387","3702","2019-01-01","2020-12-31"
"2342360","27510388","3702","2019-01-01","2020-12-31"
"2342361","27510389","3702","2019-01-01","2020-12-31"
"2342362","27510401","3702","2019-01-01","2020-12-31"
"2342363","27510405","3702","2019-01-01","2020-12-31"
"2342364","27510501","3702","2019-01-01","2020-12-31"
"2342365","27510521","3702","2019-01-01","2020-12-31"
"2342366","27510531","3702","2019-01-01","2020-12-31"
"2342367","27510551","3702","2019-01-01","2020-12-31"
"2342368","27510552","3702","2019-01-01","2020-12-31"
"2342369","27510553","3702","2019-01-01","2020-12-31"
"2342370","27510565","3702","2019-01-01","2020-12-31"
"2342371","27510573","3702","2019-01-01","2020-12-31"
"2342372","27510575","3702","2019-01-01","2020-12-31"
"2342373","27510576","3702","2019-01-01","2020-12-31"
"2342374","27510601","3702","2019-01-01","2020-12-31"
"2342375","27510605","3702","2019-01-01","2020-12-31"
"2342376","27510615","3702","2019-01-01","2020-12-31"
"2342377","27510631","3702","2019-01-01","2020-12-31"
"2342378","27510632","3702","2019-01-01","2020-12-31"
"2342379","27510635","3702","2019-01-01","2020-12-31"
"2342380","27510636","3702","2019-01-01","2020-12-31"
"2342381","27510649","3702","2019-01-01","2020-12-31"
"2342382","27510652","3702","2019-01-01","2020-12-31"
"2342383","27510655","3702","2019-01-01","2020-12-31"
"2342384","27510657","3702","2019-01-01","2020-12-31"
"2342385","27510658","3702","2019-01-01","2020-12-31"
"2342386","27510659","3702","2019-01-01","2020-12-31"
"2342387","27510661","3702","2019-01-01","2020-12-31"
"2342388","27510671","3702","2019-01-01","2020-12-31"
"2342389","27510675","3702","2019-01-01","2020-12-31"
"2342390","27510700","3742","2019-01-01","2020-12-31"
"2342391","27510702","3742","2019-01-01","2020-12-31"
"2342392","27510705","3702","2019-01-01","2020-12-31"
"2342393","27510910","3740","2019-01-01","2020-12-31"
"2342394","27510920","3740","2019-01-01","2020-12-31"
"2342395","27510930","3740","2019-01-01","2020-12-31"
"2342396","27510940","3740","2019-01-01","2020-12-31"
"2342397","27510950","3740","2019-01-01","2020-12-31"
"2342398","27513010","3740","2019-01-01","2020-12-31"
"2342399","27513050","3740","2019-01-01","2020-12-31"
"2342400","27513055","3740","2019-01-01","2020-12-31"
"2342401","27513065","3740","2019-01-01","2020-12-31"
"2342402","27513070","3740","2019-01-01","2020-12-31"
"2342403","27514010","3742","2019-01-01","2020-12-31"
"2342404","27514020","3742","2019-01-01","2020-12-31"
"2342405","27514030","3742","2019-01-01","2020-12-31"
"2342406","27514040","3742","2019-01-01","2020-12-31"
"2342407","27516010","3742","2019-01-01","2020-12-31"
"2342408","27517000","3702","2019-01-01","2020-12-31"
"2342409","27520210","3740","2019-01-01","2020-12-31"
"2342410","27520220","3740","2019-01-01","2020-12-31"
"2342411","27520230","3740","2019-01-01","2020-12-31"
"2342412","27520240","3740","2019-01-01","2020-12-31"
"2342413","27520255","3740","2019-01-01","2020-12-31"
"2342414","27520260","3740","2019-01-01","2020-12-31"
"2342415","27520270","3740","2019-01-01","2020-12-31"
"2342416","27520340","3740","2019-01-01","2020-12-31"
"2342417","27520345","3740","2019-01-01","2020-12-31"
"2342418","27520410","3742","2019-01-01","2020-12-31"
"2342419","27520500","3742","2019-01-01","2020-12-31"
"2342420","27520510","3742","2019-01-01","2020-12-31"
"2342421","27520515","3742","2019-01-01","2020-12-31"
"2342422","27520520","3742","2019-01-01","2020-12-31"
"2342423","27520525","3742","2019-01-01","2020-12-31"
"2342424","27520610","3740","2019-01-01","2020-12-31"
"2342425","27520620","3740","2019-01-01","2020-12-31"
"2342426","27540010","3740","2019-01-01","2020-12-31"
"2342427","27540020","3740","2019-01-01","2020-12-31"
"2342428","27540030","3740","2019-01-01","2020-12-31"
"2342429","27540040","3740","2019-01-01","2020-12-31"
"2342430","27540050","3740","2019-01-01","2020-12-31"
"2342431","27540060","3740","2019-01-01","2020-12-31"
"2342432","27540070","3740","2019-01-01","2020-12-31"
"2342433","27540080","3740","2019-01-01","2020-12-31"
"2342434","27540090","3740","2019-01-01","2020-12-31"
"2342435","27540120","3704","2019-01-01","2020-12-31"
"2342436","27540121","3704","2019-01-01","2020-12-31"
"2342437","27540122","3704","2019-01-01","2020-12-31"
"2342438","27540123","3740","2019-01-01","2020-12-31"
"2342439","27540124","3740","2019-01-01","2020-12-31"
"2342440","27540125","3740","2019-01-01","2020-12-31"
"2342441","27540126","3740","2019-01-01","2020-12-31"
"2342442","27540127","3740","2019-01-01","2020-12-31"
"2342443","27540130","3742","2019-01-01","2020-12-31"
"2342444","27540131","3742","2019-01-01","2020-12-31"
"2342445","27540132","3704","2019-01-01","2020-12-31"
"2342446","27540139","3704","2019-01-01","2020-12-31"
"2342447","27540145","3704","2019-01-01","2020-12-31"
"2342448","27540146","3704","2019-01-01","2020-12-31"
"2342449","27540147","3704","2019-01-01","2020-12-31"
"2342450","27540152","3704","2019-01-01","2020-12-31"
"2342451","27540153","3704","2019-01-01","2020-12-31"
"2342452","27540160","3704","2019-01-01","2020-12-31"
"2342453","27540175","3704","2019-01-01","2020-12-31"
"2342454","27540176","3704","2019-01-01","2020-12-31"
"2342455","27540185","3704","2019-01-01","2020-12-31"
"2342456","27540186","3704","2019-01-01","2020-12-31"
"2342457","27540195","3704","2019-01-01","2020-12-31"
"2342458","27540196","3704","2019-01-01","2020-12-31"
"2342459","27540205","3704","2019-01-01","2020-12-31"
"2342460","27540206","3704","2019-01-01","2020-12-31"
"2342461","27540210","3704","2019-01-01","2020-12-31"
"2342462","27540300","3704","2019-01-01","2020-12-31"
"2342463","27545100","3702","2019-01-01","2020-12-31"
"2342464","27545110","3702","2019-01-01","2020-12-31"
"2342465","27550000","3730","2019-01-01","2020-12-31"
"2342466","27550100","3730","2019-01-01","2020-12-31"
"2342467","27550110","3730","2019-01-01","2020-12-31"
"2342468","27550120","3730","2019-01-01","2020-12-31"
"2342469","27550150","3730","2019-01-01","2020-12-31"
"2342470","27550200","3730","2019-01-01","2020-12-31"
"2342471","27550300","3730","2019-01-01","2020-12-31"
"2342472","27550400","3730","2019-01-01","2020-12-31"
"2342473","27550405","3730","2019-01-01","2020-12-31"
"2342474","27550410","3730","2019-01-01","2020-12-31"
"2342475","27550415","3730","2019-01-01","2020-12-31"
"2342476","27550420","3730","2019-01-01","2020-12-31"
